абайя абайя noun:inanim:f:v_naz:ua_1992
погар погар noun:inanim:m:v_naz
погон погон noun:inanim:m:v_naz
погук погук noun:inanim:m:v_naz
подив подив noun:inanim:m:v_naz
подих подих noun:inanim:m:v_naz
поділ поділ noun:inanim:m:v_naz:xp1
поділ поділ noun:inanim:m:v_naz:xp2
подія подія noun:inanim:f:v_naz
подув подув noun:inanim:m:v_naz
поема поема noun:inanim:f:v_naz
позад позад adv
позад позад prep
позва позва noun:inanim:f:v_naz
позер позер noun:anim:m:v_naz
позив позив noun:inanim:m:v_naz
позір позір noun:inanim:m:v_naz
позіх позіх noun:inanim:m:v_naz
позов позов noun:inanim:m:v_naz
поїзд поїзд noun:inanim:m:v_naz
поїти поїти verb:imperf:inf
показ показ noun:inanim:m:v_naz
покер покер noun:inanim:m:v_naz
покій покій noun:inanim:m:v_naz
покіс покіс noun:inanim:m:v_naz
покіт покіт noun:inanim:m:v_naz
покуп покуп noun:inanim:m:v_naz
полба полба noun:inanim:f:v_naz
полив полив noun:inanim:m:v_naz
полик полик noun:inanim:m:v_naz
полин полин noun:inanim:m:v_naz
полій полій noun:anim:m:v_naz
полій полій noun:inanim:m:v_naz
поліп поліп noun:inanim:m:v_naz
поліс поліс noun:inanim:m:v_naz
політ політ noun:inanim:m:v_naz
полог полог noun:inanim:m:v_naz
полоз полоз noun:anim:m:v_naz
полоз полоз noun:inanim:m:v_naz
полон полон noun:inanim:m:v_naz
полох полох noun:inanim:m:v_naz
полюс полюс noun:inanim:m:v_naz
поляк поляк noun:anim:m:v_naz
помах помах noun:inanim:m:v_naz
помел помел noun:inanim:m:v_naz
помиї помиї noun:inanim:p:v_naz:ns
поміж поміж prep
помік помік noun:inanim:m:v_naz
помір помір noun:inanim:m:v_naz:xp1
помір помір noun:inanim:m:v_naz:xp2
поміч поміч noun:inanim:f:v_naz
помор помор noun:anim:m:v_naz
помпа помпа noun:inanim:f:v_naz
понад понад prep
понос понос noun:inanim:m:v_naz
пончо пончо noun:inanim:n:v_naz:nv
понюх понюх noun:inanim:m:v_naz
попас попас noun:inanim:m:v_naz
попик попик noun:anim:m:v_naz
попит попит noun:inanim:m:v_naz
попів попів adj:m:v_naz
попід попід prep
попіл попіл noun:inanim:m:v_naz
попок попок noun:anim:m:v_naz
попри попри prep
порей порей noun:inanim:m:v_naz
порив порив noun:inanim:m:v_naz
поріг поріг noun:inanim:m:v_naz
поріз поріз noun:inanim:m:v_naz
порно порно noun:inanim:n:v_naz:nv
порок порок noun:inanim:m:v_naz
пором пором noun:inanim:m:v_naz
порох порох noun:inanim:m:v_naz
поруб поруб noun:inanim:m:v_naz
порух порух noun:inanim:m:v_naz
поруч поруч adv
поруч поруч prep
порше порше noun:inanim:m:v_naz:nv
поряд поряд adv
поряд поряд prep
посаг посаг noun:inanim:m:v_naz
посад посад noun:inanim:m:v_naz
посів посів noun:inanim:m:v_naz
посол посол noun:anim:m:v_naz
посох посох noun:inanim:m:v_naz
посуд посуд noun:inanim:m:v_naz
посуш посуш noun:inanim:f:v_naz
потай потай adv
поташ поташ noun:inanim:m:v_naz
потир потир noun:inanim:m:v_naz
потік потік noun:inanim:m:v_naz
потім потім adv:&pron:dem
потоп потоп noun:inanim:m:v_naz
потур потур noun:inanim:m:v_naz
потяг потяг noun:inanim:m:v_naz:xp1
потяг потяг noun:inanim:m:v_naz:xp2
похил похил noun:inanim:m:v_naz
похит похит noun:inanim:m:v_naz
похід похід noun:inanim:m:v_naz
почет почет noun:inanim:m:v_naz
почин почин noun:inanim:m:v_naz
почім почім adv
пошта пошта noun:inanim:f:v_naz
пошук пошук noun:inanim:m:v_naz
поява поява noun:inanim:f:v_naz
право право noun:inanim:n:v_naz
прайд прайд noun:inanim:m:v_naz
праля праля noun:anim:f:v_naz
прати прати verb:imperf:inf
праця праця noun:inanim:f:v_naz
праща праща noun:inanim:f:v_naz
преса преса noun:inanim:f:v_naz
пресс пресс noninfl
прима прима noun:anim:f:v_naz
принт принт noun:inanim:m:v_naz
принц принц noun:anim:m:v_naz
пріль пріль noun:inanim:f:v_naz
пріон пріон noun:inanim:m:v_naz
пріор пріор noun:anim:m:v_naz
пріти пріти verb:imperf:inf
проба проба noun:inanim:f:v_naz
пробі пробі adv:&insert
проза проза noun:inanim:f:v_naz
промо промо noun:inanim:n:v_naz:nv
просо просо noun:inanim:n:v_naz
проте проте adv:&insert
проте проте conj:coord
проти проти adv:&predic
проти проти prep
профі профі noun:anim:m:v_naz:nv
проща проща noun:inanim:f:v_naz
прояв прояв noun:inanim:m:v_naz
прусс прусс noun:anim:m:v_naz
пряжа пряжа noun:inanim:f:v_naz
пряля пряля noun:anim:f:v_naz
пряма пряма noun:inanim:f:v_naz
прямо прямо adv:compb
пряно пряно adv
пряха пряха noun:inanim:f:v_naz
псина псина noun:anim:f:v_naz
псина псина noun:inanim:f:v_naz
псище псище noun:anim:m:v_naz
псище псище noun:anim:n:v_naz
псюга псюга noun:anim:m:v_naz
псюга псюга noun:anim:f:v_naz
псюка псюка noun:anim:m:v_naz
псюка псюка noun:anim:f:v_naz
псюра псюра noun:anim:m:v_naz
псюра псюра noun:anim:f:v_naz
псяка псяка noun:anim:m:v_naz
псяка псяка noun:anim:f:v_naz
псяра псяра noun:anim:m:v_naz
псяра псяра noun:anim:f:v_naz
птаха птаха noun:anim:f:v_naz
пташа пташа noun:anim:n:v_naz
птиця птиця noun:anim:f:v_naz
птиця птиця noun:inanim:f:v_naz
пуант пуант noun:inanim:m:v_naz
пугач пугач noun:anim:m:v_naz
пугач пугач noun:inanim:m:v_naz
пудик пудик noun:inanim:m:v_naz
пудра пудра noun:inanim:f:v_naz
пузан пузан noun:anim:m:v_naz
пузир пузир noun:inanim:m:v_naz
пузце пузце noun:inanim:n:v_naz
пульс пульс noun:inanim:m:v_naz
пульт пульт noun:inanim:m:v_naz
пункт пункт noun:inanim:m:v_naz
пупок пупок noun:inanim:m:v_naz
пурга пурга noun:inanim:f:v_naz
пурин пурин noun:inanim:m:v_naz
пусте пусте noun:inanim:n:v_naz:&predic
пусто пусто adv:compb:&predic
путря путря noun:inanim:f:v_naz
пуття пуття noun:inanim:n:v_naz
пуфик пуфик noun:inanim:m:v_naz
пухир пухир noun:inanim:m:v_naz
пухко пухко adv:compb
пучка пучка noun:inanim:f:v_naz
пучок пучок noun:inanim:m:v_naz
пушка пушка noun:inanim:f:v_naz
пушок пушок noun:inanim:m:v_naz:xp1
пушок пушок noun:inanim:m:v_naz:xp2
пушта пушта noun:inanim:f:v_naz
пушту пушту noun:inanim:f:v_naz:nv
пхати пхати verb:imperf:inf
пшоно пшоно noun:inanim:n:v_naz
рабат рабат noun:inanim:m:v_naz
раббі раббі noun:anim:m:v_naz:nv
рабин рабин noun:anim:m:v_naz
равин равин noun:anim:m:v_naz
радар радар noun:inanim:m:v_naz
раджа раджа noun:anim:m:v_naz
радий радий adj:m:v_naz:compb
радій радій noun:inanim:m:v_naz
радіо радіо noun:inanim:n:v_naz:nv
радон радон noun:inanim:m:v_naz
радше радше adv:compc
разер разер noun:inanim:m:v_naz
разок разок noun:inanim:m:v_naz
разом разом adv
раїна раїна noun:inanim:f:v_naz
райок райок noun:inanim:m:v_naz
район район noun:inanim:m:v_naz
ракія ракія noun:inanim:f:v_naz
ракша ракша noun:anim:f:v_naz
рамка рамка noun:inanim:f:v_naz
рампа рампа noun:inanim:f:v_naz
рамці рамці noun:inanim:p:v_naz:ns
рамця рамця noun:inanim:p:v_naz:ns
ранет ранет noun:inanim:m:v_naz
раніш раніше adv:compc:&predic:short
ранка ранка noun:inanim:f:v_naz
рання рання noun:inanim:n:v_naz
ранок ранок noun:inanim:m:v_naz
ранчо ранчо noun:inanim:n:v_naz:nv
рапід рапід noun:inanim:m:v_naz
растр растр noun:inanim:m:v_naz
ратай ратай noun:anim:m:v_naz
ратин ратин noun:inanim:m:v_naz
раунд раунд noun:inanim:m:v_naz
рафід рафід noun:inanim:m:v_naz
рафія рафія noun:inanim:f:v_naz
рахва рахва noun:inanim:f:v_naz
рахіс рахіс noun:inanim:m:v_naz
рахіт рахіт noun:inanim:m:v_naz
раціо раціо noun:inanim:n:v_naz:nv
рація рація noun:inanim:f:v_naz
рачки рачки adv
рачок рачок noun:anim:m:v_naz
раяти раяти verb:imperf:inf
рвати рвати verb:imperf:inf
рдест рдест noun:inanim:m:v_naz
ребро ребро noun:inanim:n:v_naz
ребус ребус noun:inanim:m:v_naz
ревно ревно adv:compb
ревти ревти verb:imperf:inf
ревун ревун noun:anim:m:v_naz
ревун ревун noun:inanim:m:v_naz
регбі регбі noun:inanim:n:v_naz:nv
реггі реггі noun:inanim:m:v_naz:nv
регіт регіт noun:inanim:m:v_naz
редан редан noun:inanim:m:v_naz
редис редис noun:inanim:m:v_naz
редут редут noun:inanim:m:v_naz
режим режим noun:inanim:m:v_naz
резит резит noun:inanim:m:v_naz
резол резол noun:inanim:m:v_naz
резон резон noun:inanim:m:v_naz
резус резус noun:anim:m:v_naz
резус резус noun:inanim:m:v_naz
рейка рейка noun:inanim:f:v_naz
рекет рекет noun:inanim:m:v_naz
ректи ректи verb:imperf:inf
реліз реліз noun:inanim:m:v_naz
реліт реліт noun:inanim:m:v_naz
ремез ремез noun:anim:m:v_naz
реміз реміз noun:inanim:m:v_naz
ренет ренет noun:inanim:m:v_naz
реній реній noun:inanim:m:v_naz
реніт реніт noun:inanim:m:v_naz
рента рента noun:inanim:f:v_naz
репер репер noun:anim:m:v_naz
репет репет noun:inanim:m:v_naz
ретро ретро noun:inanim:n:v_naz:nv
ретуш ретуш noun:inanim:f:v_naz
решка решка noun:inanim:f:v_naz
решта решта noun:inanim:f:v_naz
ржати ржати verb:imperf:inf
рибак рибак noun:anim:m:v_naz
рибка рибка noun:anim:f:v_naz
рибне рибне noun:inanim:n:v_naz
рибно рибно adv:&predic
ривок ривок noun:inanim:m:v_naz
ридма ридма adv
рижик рижик noun:inanim:m:v_naz
рижій рижій noun:inanim:m:v_naz
ризик ризик noun:inanim:m:v_naz
рийка рийка noun:inanim:f:v_naz
рикша рикша noun:anim:m:v_naz
рикша рикша noun:inanim:f:v_naz
ринва ринва noun:inanim:f:v_naz
ринда ринда noun:anim:f:v_naz
ринда ринда noun:inanim:f:v_naz
риніт риніт noun:inanim:m:v_naz
ринка ринка noun:inanim:f:v_naz
ринок ринок noun:inanim:m:v_naz
рипус рипус noun:anim:m:v_naz
рисак рисак noun:anim:m:v_naz
риска риска noun:inanim:f:v_naz
ритий ритий adj:m:v_naz:&adjp:pasv:imperf
ритон ритон noun:inanim:m:v_naz
ритор ритор noun:anim:m:v_naz
риття риття noun:inanim:n:v_naz
рифей рифей noun:inanim:m:v_naz
рихва рихва noun:inanim:f:v_naz
рицар рицар noun:anim:m:v_naz
рицин рицин noun:inanim:m:v_naz
рівне рівне noun:inanim:n:v_naz
рівен рівний adj:m:v_naz:short
рівно рівно adv:compb
рівня рівня noun:anim:f:v_naz
рідко рідко adv:compb
рідне рідне noun:inanim:n:v_naz
рідні рідні noun:anim:p:v_naz:ns
рідно рідно adv:compb
рідня рідня noun:inanim:f:v_naz
рідше рідше adv:compc
ріжок ріжок noun:inanim:m:v_naz
різак різак noun:inanim:m:v_naz
різка різка noun:inanim:f:v_naz
різко різко adv:compb
різне різне noun:inanim:n:v_naz
різно різно adv
різня різня noun:inanim:f:v_naz
різун різун noun:anim:m:v_naz
рійба рійба noun:inanim:f:v_naz
рілля рілля noun:inanim:f:v_naz
ріпак ріпак noun:inanim:m:v_naz
ріпка ріпка noun:inanim:f:v_naz
ріска ріска noun:inanim:f:v_naz
річка річка noun:inanim:f:v_naz
річно річно adv
робак робак noun:anim:m:v_naz
робер робер noun:inanim:m:v_naz
робот робот noun:anim:m:v_naz
ровер ровер noun:inanim:m:v_naz
рогач рогач noun:anim:m:v_naz
рогач рогач noun:inanim:m:v_naz
рогіз рогіз noun:inanim:m:v_naz
родео родео noun:inanim:n:v_naz:nv
родич родич noun:anim:m:v_naz
родій родій noun:inanim:m:v_naz
рожен рожен noun:inanim:m:v_naz
розор розор noun:inanim:m:v_naz
розум розум noun:inanim:m:v_naz
роїти роїти verb:imperf:inf
рокер рокер noun:anim:m:v_naz
рокер рокер noun:inanim:m:v_naz
рокош рокош noun:inanim:m:v_naz
ролер ролер noun:inanim:m:v_naz
ролик ролик noun:inanim:m:v_naz
роман роман noun:inanim:m:v_naz
ромей ромей noun:anim:m:v_naz
ромен ромен noun:inanim:m:v_naz
ромка ромка noun:anim:f:v_naz
рондо рондо noun:inanim:n:v_naz:nv
ронжа ронжа noun:anim:f:v_naz
ропак ропак noun:inanim:m:v_naz
рости рости verb:imperf:inf
ростр ростр noun:inanim:m:v_naz
ротик ротик noun:inanim:m:v_naz
